"day","form","Study ID","Q1","Q1.1","Q2","Q2/joyful_happy","Q2/thrilled_enthusiastic","Q2/calm_relaxed","Q2/accomplished_productive","Q2/upset_angry","Q2/exhausted_tired","Q2/bored_lethargic","Q2/irritated_frustrated","...15","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","PP","PP-F","WB","WB-F","Total","Total-F"
2,1,"P038",4,5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5,6,6,0,NA,NA,0.2,0,5.5,6,5.66666666666667,6
3,1,"P038",3,4.5,"joyful_happy bored_lethargic",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,NA,NA,0,0,2,2,4.22222222222222,4
4,2,"P038",4,5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,2,1,0,6,0,1,4,0,NA,NA,0.6,1,2.75,3,4.22222222222222,4
5,2,"P038",4,5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,0,0,0,0,4,1,5,6,6,5,0,NA,NA,1,1,5.5,6,5.22222222222222,5
6,2,"P038",4,5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,NA,NA,0,0,4.25,4,5.22222222222222,5
7,1,"P038",5,5.5,"joyful_happy bored_lethargic",1,0,0,0,0,0,1,0,2,4,3,1,3,0,5,1,3,2,0,NA,NA,2.2,2,2.75,3,3.33333333333333,3
8,2,"P038",3,4.5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,2,4,4,3,4,1,4,6,5,2,1,"home",2,3.2,3,4.25,4,3.44444444444444,3
9,1,"P038",-3,1.5,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,5,5,3,4,4,5,1,1,2,0,NA,NA,4.2,4,2.25,2,2,2
10,2,"P038",5,5.5,"calm_relaxed accomplished_productive exhausted_tired",0,0,1,1,0,1,0,0,1,1,2,0,5,0,6,6,6,2,0,NA,NA,1.6,2,5,5,4.66666666666667,5
11,1,"P038",6,6,"joyful_happy accomplished_productive irritated_frustrated",1,0,0,1,0,0,0,1,3,5,3,0,6,3,4,6,6,2,0,NA,NA,3.4,3,4.5,5,3.44444444444444,3
12,1,"P038",5,5.5,"joyful_happy accomplished_productive exhausted_tired",1,0,0,1,0,1,0,0,3,5,4,1,5,1,4,5,6,4,0,NA,NA,3.2,3,4.75,5,3.66666666666667,4
13,1,"P038",6,6,"joyful_happy thrilled_enthusiastic upset_angry",1,1,0,0,1,0,0,0,1,1,1,0,3,0,6,6,6,6,0,NA,NA,1,1,6,6,5.44444444444444,5
14,2,"P038",6,6,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,1,1,2,0,1,0,5,4,5,6,0,NA,NA,0.8,1,5,5,5.11111111111111,5
15,2,"P038",6,6,"joyful_happy accomplished_productive",1,0,0,1,0,0,0,0,0,0,0,0,6,0,6,6,6,3,0,NA,NA,1.2,1,5.25,5,5,5
16,2,"P038",6,6,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,5,6,6,0,NA,NA,0.2,0,5.75,6,5.77777777777778,6
17,1,"P038",5,5.5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,5,4,0,NA,NA,0,0,4.75,5,5.44444444444444,5
18,2,"P038",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,0,0,0,0,6,0,6,6,6,6,0,NA,NA,1.2,1,6,6,5.33333333333333,5
19,2,"P038",6,6,"joyful_happy",1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,6,6,0,NA,NA,0.2,0,4,4,5,5
20,2,"P038",6,6,"joyful_happy calm_relaxed bored_lethargic",1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,4,6,0,NA,NA,0,0,5.5,6,5.77777777777778,6
21,1,"P038",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,5,0,6,6,6,5,0,NA,NA,1,1,5.75,6,5.33333333333333,5
22,1,"P038",6,6,"joyful_happy thrilled_enthusiastic accomplished_productive",1,1,0,1,0,0,0,0,0,0,0,0,1,0,6,6,6,6,0,NA,NA,0.2,0,6,6,5.88888888888889,6
23,1,"P038",6,6,"joyful_happy calm_relaxed bored_lethargic",1,0,1,0,0,0,1,0,0,0,0,0,6,1,5,6,4,6,0,NA,NA,1.4,1,5.25,5,4.88888888888889,5
24,2,"P038",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,3,1,5,6,6,6,0,NA,NA,0.8,1,5.75,6,5.44444444444444,5
25,2,"P038",5,5.5,"joyful_happy bored_lethargic",1,0,0,0,0,0,1,0,0,0,0,0,3,0,6,6,6,3,0,NA,NA,0.6,1,5.25,5,5.33333333333333,5
26,2,"P038",6,6,"joyful_happy bored_lethargic",1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
27,1,"P038",3,4.5,"joyful_happy bored_lethargic",1,0,0,0,0,0,1,0,0,0,0,1,6,3,5,3,4,4,0,NA,NA,2,2,4,4,4,4
28,1,"P038",6,6,"joyful_happy accomplished_productive",1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,6,6,6,0,NA,NA,0.2,0,6,6,5.88888888888889,6
29,2,"P038",5,5.5,"joyful_happy exhausted_tired bored_lethargic",1,0,0,0,0,1,1,0,0,0,0,1,1,1,6,6,6,6,0,NA,NA,0.6,1,6,6,5.66666666666667,6
30,2,"P038",6,6,"joyful_happy accomplished_productive",1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
1,2,"P039",6,6,"joyful_happy",1,0,0,0,0,0,0,0,1,1,2,0,3,0,4,3,5,4,0,NA,NA,1.2,1,4,4,4.44444444444444,4
2,1,"P039",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,0,1,2,1,2,3,3,3,0,NA,NA,1.4,1,2.75,3,3.77777777777778,4
3,1,"P039",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,1,1,1,2,3,3,4,3,0,NA,NA,1.4,1,3.25,3,4,4
4,2,"P039",2,4,"exhausted_tired bored_lethargic",0,0,0,0,0,1,1,0,2,3,1,1,4,2,3,4,3,3,0,NA,NA,2.2,2,3.25,3,3.55555555555556,4
5,1,"P039",2,4,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,1,2,1,0,3,2,3,4,5,4,0,NA,NA,1.6,2,4,4,4.22222222222222,4
6,1,"P039",4,5,"joyful_happy",1,0,0,0,0,0,0,0,1,1,2,0,1,0,5,3,5,4,0,NA,NA,0.8,1,4.25,4,4.77777777777778,5
7,1,"P039",1,3.5,"upset_angry",0,0,0,0,1,0,0,0,2,3,2,1,2,1,3,3,4,3,0,NA,NA,1.8,2,3.25,3,3.77777777777778,4
8,1,"P039",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,1,0,1,2,5,4,5,5,0,NA,NA,0.8,1,4.75,5,5,5
9,2,"P039",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,1,0,1,4,2,4,5,3,0,NA,NA,1.6,2,3.5,4,4,4
10,1,"P039",2,4,"irritated_frustrated",0,0,0,0,0,0,0,1,1,2,1,0,1,0,3,4,3,4,0,NA,NA,0.8,1,3.5,4,4.44444444444444,4
11,2,"P039",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,1,1,2,0,1,0,3,4,3,3,0,NA,NA,0.8,1,3.25,3,4.33333333333333,4
12,2,"P039",4,5,"bored_lethargic",0,0,0,0,0,0,1,0,1,1,0,0,2,0,3,3,3,4,0,NA,NA,0.6,1,3.25,3,4.44444444444444,4
13,2,"P039",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,4,1,3,4,4,5,0,NA,NA,1.2,1,4,4,4.44444444444444,4
14,2,"P039",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,4,4,3,0,NA,NA,0.6,1,3.25,3,4.44444444444444,4
15,2,"P039",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,4,5,5,0,NA,NA,1,1,4,4,4.55555555555556,5
16,1,"P039",3,4.5,"joyful_happy",1,0,0,0,0,0,0,0,1,1,0,0,5,1,5,4,4,5,0,NA,NA,1.4,1,4.5,5,4.55555555555556,5
17,2,"P039",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,4,1,2,3,4,4,0,NA,NA,1.2,1,3.25,3,4.11111111111111,4
18,2,"P039",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,1,1,0,1,5,2,3,3,4,4,0,NA,NA,1.8,2,3.5,4,3.88888888888889,4
19,2,"P039",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,0,NA,NA,1.4,1,3.75,4,4.22222222222222,4
20,1,"P039",5,5.5,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,3,4,5,0,NA,NA,1.2,1,3.25,3,4.11111111111111,4
21,2,"P039",3,4.5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,1,5,4,2,4,5,3,0,NA,NA,2,2,3.5,4,3.77777777777778,4
22,2,"P039",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,1,5,4,1,4,4,5,0,NA,NA,2.2,2,3.5,4,3.66666666666667,4
23,1,"P039",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,2,6,1,1,4,4,4,0,NA,NA,2.2,2,3.25,3,3.55555555555556,4
24,2,"P039",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,4,4,3,0,NA,NA,1.2,1,4,4,4.44444444444444,4
25,2,"P039",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,1,6,4,5,5,3,4,0,NA,NA,2.2,2,4.25,4,4,4
26,2,"P039",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,4,2,2,4,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
27,1,"P039",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,5,5,0,NA,NA,0.8,1,5.25,5,5.22222222222222,5
28,2,"P039",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,0,4,1,5,5,6,5,0,NA,NA,1.4,1,5.25,5,4.88888888888889,5
29,2,"P039",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,5,1,4,4,3,5,0,NA,NA,1.2,1,4,4,4.44444444444444,4
30,1,"P039",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,6,6,0,NA,NA,1.2,1,5.75,6,5.22222222222222,5
1,1,"P040",0,3,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,1,2,1,2,0,3,4,3,4,6,0,NA,NA,1.6,2,4.25,4,4.33333333333333,4
2,2,"P040",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,1,2,0,0,1,3,3,4,0,NA,NA,1,1,2.75,3,4,4
3,2,"P040",0,3,"exhausted_tired",0,0,0,0,0,1,0,0,1,1,0,2,0,2,3,3,3,3,0,NA,NA,1,1,3,3,4.11111111111111,4
4,1,"P040",1,3.5,"joyful_happy",1,0,0,0,0,0,0,0,1,2,2,1,0,2,3,3,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
5,2,"P040",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,0,NA,NA,0.8,1,3,3,4.22222222222222,4
6,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,1,1,0,2,3,3,3,3,0,NA,NA,0.8,1,3,3,4.22222222222222,4
7,2,"P040",0,3,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,2,0,3,3,3,3,3,0,NA,NA,1,1,3,3,4.11111111111111,4
8,1,"P040",0,3,"exhausted_tired",0,0,0,0,0,1,0,0,1,2,0,2,0,3,3,3,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
9,1,"P040",0,3,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,2,2,0,2,3,3,3,3,0,NA,NA,1.2,1,3,3,4,4
10,2,"P040",0,3,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,3,3,0,NA,NA,0.8,1,3,3,4.22222222222222,4
11,1,"P040",0,3,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,1,2,0,2,0,2,3,3,3,3,0,NA,NA,1.2,1,3,3,4,4
12,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,5,3,0,NA,NA,0.2,0,3.5,4,4.77777777777778,5
13,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,2,0,3,3,3,3,3,0,NA,NA,1,1,3,3,4.11111111111111,4
14,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,2,3,0,2,3,3,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
15,1,"P040",0,3,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,2,3,0,3,3,3,3,3,0,NA,NA,1.6,2,3,3,3.77777777777778,4
16,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,0,NA,NA,0.4,0,3,3,4.44444444444444,4
17,2,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,0,NA,NA,0.4,0,3,3,4.44444444444444,4
18,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,0,NA,NA,0.8,1,3,3,4.22222222222222,4
19,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
20,2,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
21,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,NA,NA,0,0,2.25,2,4.33333333333333,4
22,2,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
23,2,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,3,3,3,0,NA,NA,0.4,0,3,3,4.44444444444444,4
24,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
25,2,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
26,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
27,1,"P040",0,3,"thrilled_enthusiastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
28,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
29,1,"P040",0,3,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,3,0,4,3,3,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
30,1,"P040",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
2,2,"P041",4,5,"joyful_happy calm_relaxed exhausted_tired bored_lethargic",1,0,1,0,0,1,1,0,2,3,1,0,1,1,3,3,3,5,0,NA,NA,1.2,1,3.5,4,4.22222222222222,4
3,1,"P041",3,4.5,"exhausted_tired bored_lethargic",0,0,0,0,0,1,1,0,2,4,4,3,0,2,3,3,2,3,0,NA,NA,2.6,3,2.75,3,3.11111111111111,3
4,2,"P041",3,4.5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,2,4,4,4,2,2,3,3,3,2,0,NA,NA,3.2,3,2.75,3,2.77777777777778,3
5,1,"P041",4,5,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,2,3,2,3,1,1,1,2,3,3,0,NA,NA,2,2,2.25,2,3.22222222222222,3
6,2,"P041",5,5.5,"joyful_happy thrilled_enthusiastic exhausted_tired",1,1,0,0,0,1,0,0,1,2,1,1,0,1,3,3,3,4,0,NA,NA,1,1,3.25,3,4.22222222222222,4
7,1,"P041",4,5,"joyful_happy bored_lethargic irritated_frustrated",1,0,0,0,0,0,1,1,2,3,2,2,0,2,3,3,3,4,0,NA,NA,1.8,2,3.25,3,3.77777777777778,4
8,2,"P041",4,5,"calm_relaxed upset_angry exhausted_tired irritated_frustrated",0,0,1,0,1,1,0,1,2,4,3,3,0,2,3,3,3,3,0,NA,NA,2.4,2,3,3,3.33333333333333,3
9,1,"P041",4,5,"joyful_happy accomplished_productive exhausted_tired",1,0,0,1,0,1,0,0,2,3,3,1,0,1,4,3,3,3,0,NA,NA,1.6,2,3.25,3,3.88888888888889,4
10,1,"P041",3,4.5,"calm_relaxed bored_lethargic irritated_frustrated",0,0,1,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
11,2,"P041",4,5,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
12,2,"P041",4,5,"upset_angry bored_lethargic irritated_frustrated",0,0,0,0,1,0,1,1,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
13,1,"P041",4,5,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,2,3,2,1,0,2,3,2,2,3,0,NA,NA,1.6,2,2.5,3,3.55555555555556,4
14,1,"P041",6,6,"calm_relaxed upset_angry bored_lethargic",0,0,1,0,1,0,1,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
15,1,"P041",4,5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,2,4,3,2,1,1,3,3,3,3,0,NA,NA,2.2,2,3,3,3.44444444444444,3
16,2,"P041",4,5,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
17,2,"P041",3,4.5,"exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
18,1,"P041",3,4.5,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,2,4,4,2,2,2,3,3,3,3,0,NA,NA,2.8,3,3,3,3.11111111111111,3
19,1,"P041",4,5,"exhausted_tired bored_lethargic",0,0,0,0,0,1,1,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
20,2,"P041",3,4.5,"bored_lethargic irritated_frustrated",0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
21,2,"P041",3,4.5,"accomplished_productive exhausted_tired bored_lethargic",0,0,0,1,0,1,1,0,2,3,3,3,4,3,3,3,3,3,0,NA,NA,3.2,3,3,3,2.88888888888889,3
22,1,"P041",2,4,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,5,5,4,4,3,3,2,2,3,0,NA,NA,4.2,4,2.5,3,2.11111111111111,2
23,2,"P041",2,4,"exhausted_tired",0,0,0,0,0,1,0,0,3,5,4,4,4,2,3,3,3,3,0,NA,NA,3.8,4,3,3,2.55555555555556,3
24,1,"P041",4,5,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
25,2,"P041",2,4,"upset_angry exhausted_tired",0,0,0,0,1,1,0,0,2,3,4,3,4,3,3,3,3,2,0,NA,NA,3.4,3,2.75,3,2.66666666666667,3
26,2,"P041",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
27,1,"P041",3,4.5,"calm_relaxed exhausted_tired bored_lethargic",0,0,1,0,0,1,1,0,2,3,3,3,4,3,3,3,3,3,0,NA,NA,3.2,3,3,3,2.88888888888889,3
28,1,"P041",3,4.5,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
29,1,"P041",3,4.5,"upset_angry exhausted_tired",0,0,0,0,1,1,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
30,1,"P041",3,4.5,"joyful_happy exhausted_tired",1,0,0,0,0,1,0,0,2,3,3,3,2,3,3,3,3,3,0,NA,NA,2.8,3,3,3,3.11111111111111,3
3,1,"P042",-6,0,"irritated_frustrated",0,0,0,0,0,0,0,1,3,6,6,6,6,3,3,3,3,1,1,"friends",-6,5.4,5,2.5,3,1.44444444444444,1
4,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,2,0,3,1,5,4,4,3,1,"home",-2,1.8,2,4,4,4.11111111111111,4
5,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,NA,NA,0,0,3.75,4,5,5
6,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,3,3,0,NA,NA,0.4,0,3,3,4.44444444444444,4
7,2,"P042",0,3,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,NA,NA,0,0,4.25,4,5.22222222222222,5
8,2,"P042",-3,1.5,"exhausted_tired",0,0,0,0,0,1,0,0,2,4,4,4,6,5,0,1,0,0,1,"friends",-3,4.6,5,0.25,0,0.888888888888889,1
9,1,"P042",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
10,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
11,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,3,3,0,0,2,5,5,3,1,"friends",-3,1.6,2,3.75,4,4.11111111111111,4
12,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
13,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,3,0,0,0,3,3,3,2,0,NA,NA,1.2,1,2.75,3,3.88888888888889,4
14,1,"P042",2,4,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,NA,NA,0,0,4,4,5.11111111111111,5
15,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,NA,NA,0,0,1.75,2,4.11111111111111,4
16,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,NA,NA,0,0,3.5,4,4.88888888888889,5
17,2,"P042",0,3,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
18,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
19,1,"P042",0,3,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
20,2,"P042",0,3,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,NA,NA,0,0,5,5,5.55555555555556,6
21,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,0,0,0.5,1,3.55555555555556,4
22,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,NA,NA,0,0,1,1,3.77777777777778,4
23,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,NA,0,0,1.5,2,4,4
24,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
25,2,"P042",0,3,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
26,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
27,1,"P042",3,4.5,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
28,2,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,0,NA,NA,0.2,0,3,3,4.55555555555556,5
29,1,"P042",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
30,2,"P042",0,3,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
1,2,"P043",4,5,"joyful_happy thrilled_enthusiastic calm_relaxed upset_angry",1,1,1,0,1,0,0,0,1,1,5,2,6,2,6,0,2,4,1,"home",5,3.2,3,3,3,2.88888888888889,3
2,1,"P043",-5,0.5,"thrilled_enthusiastic calm_relaxed exhausted_tired bored_lethargic",0,1,1,0,0,1,1,0,1,2,2,1,0,3,5,4,3,1,1,"work",4,1.6,2,3.25,3,3.88888888888889,4
3,2,"P043",2,4,"calm_relaxed accomplished_productive upset_angry bored_lethargic",0,0,1,1,1,0,1,0,1,1,1,1,5,5,0,3,3,4,1,"home",5,2.6,3,2.5,3,3,3
4,2,"P043",-6,0,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,1,1,5,6,6,4,1,1,0,0,1,"home",6,4.4,4,0.5,1,1.11111111111111,1
5,2,"P043",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,2,3,4,1,2,0,6,3,5,5,0,NA,NA,2,2,4.75,5,4.33333333333333,4
6,1,"P043",-6,0,"upset_angry irritated_frustrated",0,0,0,0,1,0,0,1,3,6,6,6,6,6,0,1,0,0,1,"home",6,6,6,0.25,0,0.111111111111111,0
7,2,"P043",-1,2.5,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,3,5,5,5,5,5,1,3,1,1,1,"home",4,5,5,1.5,2,1.22222222222222,1
